FREQ,Frequency,REF_AREA,Territory,DATA_TYPE_AGGR,Aggregate,VALUATION,Valuation (DESC),ADJUSTMENT,Adjustment (DESC),EDITION,Edition (DESC),TIME_PERIOD,Observation,OBS_STATUS,Observation status,NOTE_REF_AREA,Territory (NOTE_REF_AREA),NOTE_DATA_TYPE_AGGR,Aggregate (NOTE_DATA_TYPE_AGGR),NOTE_VALUATION,Valuation (NOTE_VALUATION),NOTE_ADJUSTMENT,Adjustment (NOTE_ADJUSTMENT),NOTE_EDITION,Edition (NOTE_EDITION),BASE_PER,Base year,UNIT_MEAS,Measure unit,UNIT_MULT,Multiplication unit
Q,Quarterly,IT,Italy,D21X31_C_W2_S1,Taxes less subsidies on products,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2004-Q1,59545.9,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,D21X31_C_W2_S1,Taxes less subsidies on products,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2004-Q2,59748.6,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,D21X31_C_W2_S1,Taxes less subsidies on products,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2004-Q3,59663.5,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,D21X31_C_W2_S1,Taxes less subsidies on products,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2004-Q4,59571.6,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,D21X31_C_W2_S1,Taxes less subsidies on products,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2005-Q1,59450.3,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,D21X31_C_W2_S1,Taxes less subsidies on products,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2005-Q2,59926,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,D21X31_C_W2_S1,Taxes less subsidies on products,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2005-Q3,60077.5,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,D21X31_C_W2_S1,Taxes less subsidies on products,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2005-Q4,60411.4,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,D21X31_C_W2_S1,Taxes less subsidies on products,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2006-Q1,60204,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,D21X31_C_W2_S1,Taxes less subsidies on products,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2006-Q2,60151.3,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,D21X31_C_W2_S1,Taxes less subsidies on products,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2006-Q3,60130.5,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,D21X31_C_W2_S1,Taxes less subsidies on products,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2006-Q4,60784,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,D21X31_C_W2_S1,Taxes less subsidies on products,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2007-Q1,60593.4,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,D21X31_C_W2_S1,Taxes less subsidies on products,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2007-Q2,60752.1,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,D21X31_C_W2_S1,Taxes less subsidies on products,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2007-Q3,60626.8,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,D21X31_C_W2_S1,Taxes less subsidies on products,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2007-Q4,60166.1,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,D21X31_C_W2_S1,Taxes less subsidies on products,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2008-Q1,59942.7,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,D21X31_C_W2_S1,Taxes less subsidies on products,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2008-Q2,59333.3,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,D21X31_C_W2_S1,Taxes less subsidies on products,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2008-Q3,58759.2,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,D21X31_C_W2_S1,Taxes less subsidies on products,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2008-Q4,57486.5,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,D21X31_C_W2_S1,Taxes less subsidies on products,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2009-Q1,57167.1,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,D21X31_C_W2_S1,Taxes less subsidies on products,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2009-Q2,56997.7,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,D21X31_C_W2_S1,Taxes less subsidies on products,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2009-Q3,56919.8,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,D21X31_C_W2_S1,Taxes less subsidies on products,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2009-Q4,56702.8,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,D21X31_C_W2_S1,Taxes less subsidies on products,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2010-Q1,56244.1,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,D21X31_C_W2_S1,Taxes less subsidies on products,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2010-Q2,56286.1,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,D21X31_C_W2_S1,Taxes less subsidies on products,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2010-Q3,56314.3,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,D21X31_C_W2_S1,Taxes less subsidies on products,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2010-Q4,56715.6,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,D21X31_C_W2_S1,Taxes less subsidies on products,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2011-Q1,56545.2,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,D21X31_C_W2_S1,Taxes less subsidies on products,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2011-Q2,56668,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,D21X31_C_W2_S1,Taxes less subsidies on products,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2011-Q3,56420.8,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,D21X31_C_W2_S1,Taxes less subsidies on products,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2011-Q4,55809.3,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,D21X31_C_W2_S1,Taxes less subsidies on products,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2012-Q1,53978.4,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,D21X31_C_W2_S1,Taxes less subsidies on products,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2012-Q2,53291.5,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,D21X31_C_W2_S1,Taxes less subsidies on products,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2012-Q3,52894.3,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,D21X31_C_W2_S1,Taxes less subsidies on products,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2012-Q4,52562.2,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,D21X31_C_W2_S1,Taxes less subsidies on products,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2013-Q1,50887.2,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,D21X31_C_W2_S1,Taxes less subsidies on products,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2013-Q2,50741,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,D21X31_C_W2_S1,Taxes less subsidies on products,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2013-Q3,50905.6,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,D21X31_C_W2_S1,Taxes less subsidies on products,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2013-Q4,50886.6,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,D21X31_C_W2_S1,Taxes less subsidies on products,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2014-Q1,50954.7,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,D21X31_C_W2_S1,Taxes less subsidies on products,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2014-Q2,50976.4,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
